ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2057-05-27,54,47256,557,Employed,Bachelor,28,33087,72,Married,0,Rent,442,0.2991590871407278,4,3,0.180140778412557,0,Home,0,19,9,8946,4738,283566,44705,3938.0,0.9229484578946752,4,238861,0.269587,0.3044072154709919,1004.8144015919564,0.3673982736393998,0,48.0
2057-05-28,33,29861,600,Employed,High School,8,27159,36,Single,2,Own,342,0.3877625200986401,4,1,0.3092644588084598,0,Home,0,21,16,10395,454,329717,23937,2488.4166666666665,0.796404927788685,4,305780,0.212159,0.2052975495932291,1016.6715640522413,0.5459984182923175,0,47.0
2057-05-29,41,66513,561,Employed,High School,22,25995,48,Married,1,Rent,431,0.4616410770362469,6,3,0.2289348954813441,0,Debt Consolidation,0,20,4,663,2192,98615,7962,5542.75,0.824663828620718,3,90653,0.240495,0.2276848931607243,829.8842254671366,0.227483510074807,0,54.0
2057-05-30,43,92127,614,Employed,Associate,25,29108,72,Married,1,Rent,916,0.2003129772036128,5,1,0.426337822067806,0,Debt Consolidation,0,29,19,3766,1043,37007,26529,7677.25,0.8459523806544182,9,10478,0.2371079999999999,0.2253790373214822,740.6938652773466,0.2157926165329182,0,52.0
2057-05-31,32,40618,618,Employed,Associate,9,23564,108,Single,0,Own,430,0.4715734982379169,4,0,0.2638199985574744,1,Home,0,35,29,2375,4453,53148,122117,3384.833333333333,0.5969354328437111,3,4083,0.259564,0.2367378342628713,529.0179144610702,0.2833279573965444,0,63.0
2057-06-01,57,57929,634,Employed,Master,37,39344,36,Single,2,Own,866,0.0865559066818617,6,1,0.0807763058572856,0,Debt Consolidation,0,20,9,1720,510,441333,43582,4827.416666666667,0.5555598826143171,7,397751,0.207344,0.214291214339692,1490.9705308533964,0.4882467567235885,0,41.0
2057-06-02,26,46409,547,Employed,Bachelor,2,46822,60,Single,1,Other,176,0.5099232857199363,4,2,0.4230015811945582,0,Education,0,24,25,2305,625,45837,33039,3867.4166666666665,0.860133185099447,8,12798,0.278322,0.3298995928292599,1601.953458296723,0.4597263784947031,0,58.0
2057-06-03,43,37583,499,Employed,High School,20,17210,72,Married,4,Mortgage,284,0.1369204731132764,2,1,0.3911268656272393,0,Education,0,27,24,1275,609,163316,39406,3131.9166666666665,0.8670295373746535,9,123910,0.28271,0.2667438136568794,481.4264145762663,0.2443955239048292,0,50.0
2057-06-04,42,64390,590,Employed,High School,19,11096,24,Married,1,Mortgage,261,0.4815805401023365,4,1,0.3138731972939274,0,Education,0,20,21,1485,950,96428,94914,5365.833333333333,0.7589644261685983,3,1514,0.191096,0.1528768,539.5256974656074,0.1491894450937613,1,44.0
2057-06-05,39,254024,563,Employed,High School,18,17191,60,Married,0,Mortgage,463,0.3512883930587873,3,3,0.138808269024554,0,Debt Consolidation,0,23,12,5712,496,71893,33360,21168.666666666668,0.6037299546059417,6,38533,0.240691,0.2573999832782936,512.0638081313714,0.0460616544010662,1,38.400000000000006
2057-06-06,24,41469,601,Employed,Bachelor,0,20608,24,Married,1,Own,788,0.283196951640284,2,1,0.3310703565939901,0,Auto,0,19,2,2638,487,162573,12667,3455.75,0.9223995760772258,7,149906,0.1951079999999999,0.2015751466403302,1050.4471417235582,0.5319965685375267,0,52.0
2057-06-07,50,77305,579,Employed,Master,26,10354,48,Married,0,Own,592,0.3563698946033853,2,3,0.3240786042347853,0,Debt Consolidation,0,30,26,1544,622,98756,25909,6442.083333333333,0.8036955984527129,4,72847,0.215854,0.1739772046431192,300.89986736669823,0.1386042094094868,1,41.6
2057-06-08,48,40074,646,Self-Employed,Bachelor,24,6697,36,Married,1,Own,506,0.4849191857623104,8,2,0.4177329496908304,0,Debt Consolidation,0,25,17,6255,311,23705,5751,3339.5,0.4787101384883523,6,17954,0.168697,0.1578088574550366,234.7228292485494,0.2218065067371011,1,46.400000000000006
2057-06-09,31,29354,579,Employed,Bachelor,6,12650,84,Divorced,2,Own,290,0.192949808059581,3,1,0.2377697809890195,0,Debt Consolidation,0,28,12,19821,319,20140,47801,2446.1666666666665,0.8625150700779334,7,1738,0.24815,0.2537906307781893,323.2644539152634,0.2507042804041412,0,53.0
2057-06-10,48,25397,514,Unemployed,High School,28,47301,48,Married,1,Mortgage,414,0.2268122335615809,5,1,0.5743102899031237,0,Other,1,30,26,7523,1995,32680,8531,2116.4166666666665,0.6783207250528169,6,24149,0.285301,0.3030774547505846,1711.5962931152394,1.004337343677713,0,69.0
2057-06-11,44,121604,642,Employed,Doctorate,19,13163,36,Married,1,Mortgage,446,0.2659844176281551,2,1,0.2302277896137333,0,Other,0,23,3,319,463,78548,18072,10133.666666666666,0.7426125989647488,6,60476,0.177163,0.1703492513809794,469.52567943658994,0.0903449570181826,1,38.400000000000006
2057-06-12,24,60050,594,Employed,High School,2,28939,72,Married,2,Mortgage,370,0.4377256466134492,5,1,0.5266599453642314,0,Other,0,23,7,8456,1258,122081,33804,5004.166666666667,0.9138258513493348,3,88277,0.246939,0.2486200577452859,777.0863229127704,0.229226242713626,0,58.0
2057-06-13,29,43797,580,Unemployed,Master,6,22652,48,Divorced,2,Rent,860,0.3001830852180094,1,0,0.4987233109833467,0,Home,0,23,13,1319,19333,68806,17468,3649.75,0.8494926827515012,4,51338,0.227652,0.2167515798908159,709.6868736370667,0.4300806558358974,0,58.0
2057-06-14,53,55130,586,Employed,High School,31,17442,24,Single,0,Mortgage,438,0.1206178308120696,2,1,0.5171967848124839,0,Debt Consolidation,0,32,29,2215,2178,56525,10720,4594.166666666667,0.8761244932056407,6,45805,0.1994419999999999,0.185121589781518,875.0985723371472,0.285818662580188,1,45.6
2057-06-15,43,73474,636,Employed,High School,24,15409,24,Divorced,1,Rent,304,0.3982234114821034,5,0,0.5216475692952743,0,Auto,0,29,27,413,518,39073,10909,6122.833333333333,0.785617627004478,8,28164,0.172409,0.1728868049086952,763.9949538953562,0.1744282255865241,1,44.0
2057-06-16,33,91409,580,Employed,Associate,9,17160,48,Married,2,Mortgage,590,0.2033922145054364,3,0,0.1898615422978495,0,Auto,0,24,27,1919,376,35793,43817,7617.416666666667,0.7965484372460672,8,6479,0.22216,0.2302232518361349,550.2131680440364,0.1496850202554282,1,39.2
2057-06-17,29,46435,475,Employed,High School,10,23735,72,Single,5,Other,322,0.3136173613638692,1,3,0.0936829696681222,0,Auto,1,18,13,2347,268,50593,17267,3869.5833333333335,0.8370827768446039,9,33326,0.301235,0.263297915481491,658.8568641889109,0.2534786770812303,0,57.0
2057-06-18,33,54093,627,Employed,Associate,12,22822,36,Married,2,Rent,421,0.4854633732993846,4,1,0.0620796811808364,0,Debt Consolidation,0,25,20,1312,454,63709,53414,4507.75,0.5123245489940746,8,10295,0.194322,0.1732951846799476,817.4141873106247,0.2747300066131938,0,48.0
2057-06-19,34,95641,572,Employed,Associate,12,34551,120,Single,2,Mortgage,243,0.204144182651001,3,1,0.2742708255948634,0,Education,0,26,25,1306,627,17246,38438,7970.083333333333,0.8538215721670027,3,4533,0.303551,0.3045410628438263,922.4362772635748,0.1462263603178855,0,51.0
2057-06-20,29,28994,608,Employed,Bachelor,10,28324,60,Single,2,Own,255,0.1922630891674195,2,1,0.2973043100599967,0,Auto,0,27,12,7298,1406,44861,41864,2416.1666666666665,0.8870600992944571,4,2997,0.2293239999999999,0.2372466272410209,810.3035280659288,0.440906475022113,0,50.0
2057-06-21,19,15000,437,Employed,Bachelor,0,22014,60,Married,3,Mortgage,228,0.3297725268494714,4,3,0.2690843256920794,1,Debt Consolidation,0,34,29,10644,560,31767,227768,1250.0,0.6789851317059891,8,6975,0.3085139999999999,0.3270704722260232,749.2610801282146,0.7818088641025717,0,66.0
2057-06-22,53,109412,549,Employed,High School,30,25768,96,Married,0,Mortgage,334,0.2233919536138232,0,0,0.0953567839077088,0,Other,0,21,4,29455,212,257929,12657,9117.666666666666,0.7581627907249471,2,245272,0.286268,0.2838537375235648,681.793481655319,0.1114093680753832,1,38.400000000000006
2057-06-23,51,36444,579,Employed,High School,29,9528,60,Married,4,Rent,337,0.6130554018846265,2,0,0.0503349047094567,0,Auto,0,22,20,1935,170,16557,19149,3037.0,0.8156607211715418,6,9552,0.225028,0.2434038195034673,275.98686409132785,0.2018395996349449,0,53.0
2057-06-24,24,100052,616,Employed,Bachelor,2,23472,36,Married,0,Rent,633,0.2737107947343958,1,1,0.2481780703059117,0,Auto,0,22,22,1685,2448,14172,40374,8337.666666666666,0.6959215125684208,6,3352,0.200472,0.1969273920523754,868.6332550137511,0.1801023373862093,1,38.400000000000006
2057-06-25,41,155657,577,Unemployed,Bachelor,20,42282,60,Divorced,2,Rent,448,0.093078410931575,5,1,0.1666721043050475,0,Home,0,24,14,1081,3917,88783,32820,12971.416666666666,0.6482511954272743,3,55963,0.258782,0.2738793016568264,1300.91617946552,0.1348284635678847,0,48.0
2057-06-26,29,149911,414,Employed,Bachelor,6,28345,60,Single,0,Rent,590,0.0931049892264652,2,2,0.4388754684478157,0,Home,0,36,5,14638,11465,223454,11721,12492.583333333334,0.459325712851565,9,211733,0.326345,0.2622409195495301,852.4270736835681,0.1154626737477757,1,40.8
2057-06-27,36,15000,605,Employed,Doctorate,14,13026,72,Widowed,4,Rent,806,0.1558633581655265,1,1,0.2006983335244707,0,Other,1,15,21,1396,329,84500,2160,1250.0,0.9384328794326168,6,82340,0.225526,0.227582778916546,333.18142165994215,0.9113451373279536,0,54.0
2057-06-28,35,88318,569,Employed,Associate,16,12699,72,Married,3,Other,273,0.1243020402883435,1,1,0.1202591500488871,0,Auto,0,21,16,5267,1666,220151,53795,7359.833333333333,0.8968070640293074,3,166356,0.243199,0.2479006003683015,340.4411072329507,0.083349863977846,1,35.2
2057-06-29,34,31977,585,Employed,High School,12,27755,60,Married,2,Rent,183,0.1202655830161063,3,1,0.0800689741115465,0,Auto,0,21,27,9888,802,61856,19577,2664.75,0.8164346057245272,5,42279,0.240255,0.2543769226724239,821.78336561844,0.3770647774156825,0,50.0
2057-06-30,64,40693,582,Self-Employed,Bachelor,44,24292,72,Married,4,Mortgage,505,0.2513291681582005,3,1,0.1501384879740251,0,Education,0,27,12,1661,1607,81406,174822,3391.083333333333,0.8309918779226707,4,6020,0.248292,0.2512894227375542,656.281242580088,0.3424514022303849,0,54.0
2057-07-01,34,62122,610,Employed,Master,10,9077,60,Divorced,2,Mortgage,510,0.2719382888072058,3,2,0.2541057051531606,0,Home,0,21,17,4904,3516,8420,14132,5176.833333333333,0.7093923774295257,5,9856,0.209077,0.2085349929355644,244.8159000370991,0.1458064904614338,1,39.2
2057-07-02,30,33361,473,Employed,Bachelor,8,21542,48,Married,0,Mortgage,309,0.5422694108230384,5,1,0.2831213809037608,0,Home,0,25,11,9977,7155,272720,12371,2780.083333333333,0.5572265933054718,7,260349,0.280042,0.2553254339776408,720.6842119212097,0.3703789018031388,0,48.0
2057-07-03,30,80034,569,Employed,Bachelor,2,22246,12,Married,4,Own,491,0.0813655446065863,1,2,0.3165308726893882,0,Auto,0,17,25,1025,1035,107661,39505,6669.5,0.803307253187042,5,68156,0.202746,0.1746381136789721,2033.840702618572,0.3785652151763358,1,40.0
2057-07-04,52,128026,595,Unemployed,Bachelor,28,22069,24,Widowed,1,Rent,403,0.5347799847889606,2,0,0.1525192984036129,0,Auto,1,23,23,446,1579,98775,13670,10668.833333333334,0.965801875062199,5,85105,0.199569,0.1961099099764134,1119.0299693256122,0.1426613315413068,1,44.8
2057-07-05,20,39006,604,Employed,Associate,0,24032,60,Single,0,Mortgage,716,0.56857580802275,2,1,0.2022668795027616,0,Debt Consolidation,0,22,18,4521,477,71262,32668,3250.5,0.9074742642824918,5,38594,0.227032,0.2365603730571216,686.5621328543523,0.4314911960788655,0,51.0
2057-07-06,30,49158,523,Employed,High School,6,41677,72,Married,1,Own,433,0.3804862688409582,6,0,0.6755700897031839,0,Debt Consolidation,0,21,28,2233,1291,30156,72591,4096.5,0.6700908877284024,5,8805,0.295177,0.2544535395759923,1134.0769820097607,0.3825404569778495,0,59.0
2057-07-07,57,31147,539,Employed,High School,39,19738,84,Married,0,Rent,480,0.3598468633762581,2,2,0.330093386425782,0,Education,0,26,8,699,671,6630,6593,2595.583333333333,0.923727023941306,4,4065,0.275238,0.296507262787516,559.7397896464278,0.4005803921969092,0,56.0
2057-07-08,42,65255,601,Employed,Associate,18,43847,96,Single,3,Other,394,0.2006316653456865,4,0,0.2663290369948105,0,Education,0,24,25,5757,810,204629,17583,5437.916666666667,0.8476898675622989,3,187046,0.278347,0.2615940385362295,1093.831858658508,0.2736032840993349,0,45.0
2057-07-09,42,110946,599,Employed,Associate,21,19488,12,Widowed,4,Mortgage,346,0.1277591962516445,2,2,0.3530999466623265,0,Debt Consolidation,1,25,28,6530,1437,8265,37348,9245.5,0.7757416097625145,3,1637,0.184988,0.2139711889666339,1818.3175384626493,0.2340941580728624,1,46.400000000000006
2057-07-10,65,96270,687,Self-Employed,Master,42,14095,60,Married,3,Rent,341,0.115520845726248,3,1,0.6971861456688321,0,Auto,0,28,27,31070,3339,162528,9049,8022.5,0.4545076224721613,5,153479,0.175595,0.1649819792929799,346.5052480628032,0.0856971328217891,1,39.2
2057-07-11,42,47670,602,Employed,High School,21,10310,48,Married,3,Rent,179,0.4283811684832643,1,1,0.5954307297118878,0,Auto,0,25,3,14857,2236,40830,753,3972.5,0.4575268970404847,6,40077,0.20431,0.1716769023180171,298.3907044332623,0.1201738714747041,1,48.0
2057-07-12,31,103509,620,Employed,High School,10,28050,36,Single,2,Own,515,0.3435325236553583,1,0,0.4637952186889075,0,Home,0,17,15,3295,2240,334944,13440,8625.75,0.7896096622275633,4,321504,0.20305,0.2092824717673509,1055.7525408271424,0.1821004018000918,1,36.8
2057-07-13,36,31873,586,Employed,High School,14,20733,24,Single,2,Rent,268,0.5062185699075218,2,1,0.1512076426268254,0,Home,0,17,5,2204,786,90073,25302,2656.083333333333,0.8291218431201234,4,64771,0.202733,0.2393140529635278,1095.4667686287164,0.5133373458270196,0,52.0
2057-07-14,26,34002,493,Employed,Bachelor,3,39222,60,Widowed,0,Mortgage,408,0.46283219961818,5,1,0.823094899982181,0,Auto,0,20,14,3907,1050,29311,8898,2833.5,0.87772726095268,9,20413,0.297722,0.2724023683896151,1203.2947485867712,0.5686588136886435,0,60.0
2057-07-15,55,37665,656,Employed,Bachelor,33,11927,48,Single,3,Own,197,0.0960821480491486,3,0,0.0699763392197944,0,Education,0,29,27,2946,1560,55323,2734,3138.75,0.5825020344292628,1,52589,0.178927,0.1720752684484649,345.43599129034266,0.1728191131152027,1,33.6
2057-07-16,46,20836,602,Employed,Bachelor,24,41120,60,Single,1,Rent,548,0.4216593349119587,5,0,0.3640252511979214,0,Auto,0,22,11,8054,3301,16372,24559,1736.3333333333333,0.6693649772812827,6,2874,0.24512,0.2347260413112037,1170.3846685794867,0.9896628922515762,0,54.0
2057-07-17,53,29527,526,Employed,High School,34,29207,36,Married,3,Rent,503,0.0094655473137835,4,1,0.2593610024007777,1,Home,0,15,27,5294,1500,70950,74918,2460.583333333333,0.8271854560169847,4,8948,0.251207,0.2366313108380504,1140.7143114998787,0.6680181440037438,0,65.0
2057-07-18,54,51931,628,Employed,Bachelor,27,37549,72,Married,1,Mortgage,316,0.2117047035571986,2,4,0.2939192726916299,0,Home,0,27,29,1658,698,50586,54502,4327.583333333333,0.5322517842267359,8,5279,0.238549,0.2210817746833134,945.8735365839068,0.2915885008762951,0,49.0
2057-07-19,35,56121,584,Employed,Bachelor,12,33695,48,Single,0,Own,286,0.2578406175797888,2,1,0.1683210655816157,0,Home,1,23,12,4150,6119,92299,22512,4676.75,0.5695969560555941,4,69787,0.236695,0.23827078324885,1095.3001847284054,0.2953547195655969,0,54.0
2057-07-20,28,20399,513,Employed,Bachelor,5,21086,60,Married,2,Rent,582,0.1274989074512177,1,0,0.2424743630061118,0,Debt Consolidation,1,23,20,2882,213,149354,1773,1699.9166666666667,0.954860614156712,4,147581,0.269586,0.2936150227501536,673.9572739449701,0.738834613821248,0,55.0
2057-07-21,39,41815,568,Employed,Associate,17,40716,36,Single,3,Other,300,0.1049172517087718,2,1,0.0819291992976184,0,Auto,0,33,19,3397,551,137038,7398,3484.583333333333,0.8469493030909379,4,129640,0.241716,0.2299667966042484,1576.0345618051615,0.5383813163138094,0,46.0
2057-07-22,29,15000,554,Employed,High School,8,11579,24,Married,0,Rent,225,0.3459015452090653,6,0,0.4509561113721559,0,Other,0,27,24,2294,13919,291268,148004,1250.0,0.7609157915398945,6,143264,0.209579,0.2372461789625816,610.6041089664612,0.668483287173169,0,54.0
2057-07-23,41,335901,630,Employed,Master,18,37774,48,Divorced,0,Own,411,0.3695075124104647,6,0,0.4953187549982621,0,Auto,0,28,10,802,809,91214,9684,16510.083333333332,0.7717076899590793,7,81530,0.217774,0.226136987723042,1202.7314836024912,0.0977421767668742,1,39.2
2057-07-24,53,144033,648,Employed,Bachelor,30,7336,60,Married,1,Own,769,0.2938838224922506,1,2,0.1318382948601847,0,Home,0,34,6,731,742,103023,106592,12002.75,0.5456600187850756,4,5912,0.188336,0.1780755220555443,185.51902141356,0.0795250272990406,1,37.6
2057-07-25,37,37300,595,Unemployed,Master,12,33576,48,Single,1,Mortgage,324,0.0868668169042339,5,0,0.4531666183950938,0,Debt Consolidation,0,22,3,1996,705,100482,41460,3108.333333333333,0.9024812847581156,4,59022,0.231076,0.2147410850388966,1048.2852902939824,0.4414858842768844,0,60.0
2057-07-26,41,39419,598,Employed,Associate,14,9045,60,Divorced,2,Mortgage,503,0.2595650362945233,3,1,0.1461932622666476,0,Debt Consolidation,0,15,15,2654,302,64418,41153,3284.9166666666665,0.9749657666573264,3,23265,0.215045,0.2490234242803599,264.9651150196647,0.2337852654870995,0,51.0
2057-07-27,38,22546,441,Employed,High School,13,17154,60,Married,0,Mortgage,346,0.2380797637762398,2,0,0.1746911462421538,0,Home,0,26,13,1569,932,243582,52910,1878.8333333333333,0.8184570274221555,5,190672,0.301654,0.2589320738134957,512.5148445527598,0.4569403945104727,0,48.0
2057-07-28,49,109672,612,Employed,Associate,30,19759,24,Married,3,Rent,198,0.2186077557523738,7,1,0.1169381186607216,0,Auto,0,28,2,6741,740,7481,20951,9139.333333333334,0.7918232796470985,9,7177,0.1887589999999999,0.1876423052407898,993.7619610964388,0.1303992225286058,1,40.0
2057-07-29,31,69644,557,Employed,Associate,9,22415,36,Married,0,Mortgage,317,0.0745249747099633,1,0,0.1362744200051299,0,Other,0,21,7,1926,2600,18323,6547,5803.666666666667,0.857971765862042,9,11776,0.2289149999999999,0.2215382018216754,857.8237300321987,0.2024278438973405,0,50.0
2057-07-30,18,17486,548,Employed,Bachelor,0,36605,120,Married,3,Other,387,0.1585265422670945,4,0,0.2953070260610499,0,Home,0,22,7,1280,514,134312,16613,1457.1666666666667,0.8304323599695796,10,117699,0.317605,0.3020989304169894,970.6532041496092,0.931707563181706,0,50.0
2057-07-31,45,33422,604,Employed,Bachelor,23,34907,60,Single,0,Rent,534,0.1473149360390788,2,0,0.3239012943551069,0,Education,0,20,7,3902,157,13916,94556,2785.1666666666665,0.8011694854825978,7,1353,0.2379069999999999,0.201335622377595,927.4180623489982,0.5247147611808982,0,52.0
2057-08-01,51,48332,523,Employed,High School,29,27942,12,Married,1,Rent,353,0.2694090898811085,3,1,0.3997665608476616,0,Home,0,18,3,10841,1110,31690,122121,4027.6666666666665,0.7501197879667091,4,8945,0.231442,0.2352368708190667,2635.747629023834,0.7420543645676987,0,58.0
2057-08-02,45,97272,547,Employed,High School,27,52611,60,Single,0,Rent,496,0.3174081742942752,3,1,0.1845591447476801,0,Debt Consolidation,0,23,2,1541,596,85374,19031,8106.0,0.7353468835468067,3,66343,0.284111,0.2531712007533535,1553.9990013829522,0.2528989639011784,0,51.0
2057-08-03,32,31226,541,Employed,High School,8,18945,60,Married,0,Other,476,0.1110084859820978,0,0,0.192422564167889,0,Other,0,25,20,1278,768,96807,70609,2602.1666666666665,0.965970290189253,7,26198,0.253445,0.2471320518273475,552.8799709896338,0.3953935711226416,0,50.0
2057-08-04,26,91869,564,Employed,Master,7,12574,72,Married,0,Own,249,0.2911389582130291,2,2,0.1393961359202448,0,Auto,0,21,29,977,1032,60599,25115,7655.75,0.5696511710607454,5,35484,0.245574,0.2209114375499795,316.6165449015767,0.0738812715803907,1,39.2
2057-08-05,45,59613,480,Employed,High School,26,16375,12,Married,0,Own,639,0.5867835514655722,5,0,0.2265019596939642,0,Debt Consolidation,0,28,17,2887,1123,129980,3559,4967.75,0.8794948895254064,1,126421,0.241375,0.2405331137459341,1548.8358937701291,0.4404078091228683,0,49.0
2057-08-06,41,33849,600,Employed,Associate,21,22428,60,Divorced,2,Own,408,0.5360072526310501,2,0,0.3837193369057315,0,Auto,0,19,17,14155,875,62974,8452,2820.75,0.7721450312853908,3,54522,0.227428,0.2259606857251875,627.061801183056,0.3669455999939931,0,51.0
2057-08-07,38,34830,538,Employed,Associate,16,23810,48,Married,0,Own,439,0.1660545048288668,4,1,0.3374695884057879,0,Other,0,19,6,11747,6090,20731,6435,2902.5,0.9105119213008912,4,14296,0.24981,0.2474834105573473,786.1329145953155,0.4220957500759054,0,56.0
2057-08-08,61,90384,539,Employed,Bachelor,42,36266,24,Married,2,Own,570,0.0252678713861251,3,0,0.6721738734828304,0,Home,0,27,12,11548,825,139686,23639,7532.0,0.9304416421865368,6,116047,0.2417659999999999,0.2237618475757997,1888.157114893576,0.3263618049513511,1,41.6
2057-08-09,28,88018,515,Employed,Master,8,11996,72,Married,0,Mortgage,411,0.4185254101408837,2,0,0.015288020512811,0,Education,0,28,21,5168,1421,21152,328672,7334.833333333333,0.8876325133031406,6,4983,0.269496,0.2260808119451771,305.7580265669891,0.0977197427662963,1,40.0
2057-08-10,61,84421,636,Employed,High School,36,69704,60,Single,3,Rent,552,0.3139038087156129,2,1,0.0100203341045636,0,Education,0,23,3,6258,2861,105963,143751,7035.083333333333,0.8037056430283447,11,6315,0.256704,0.2376071690647089,1995.5728751750455,0.3621240509126941,0,49.0
2057-08-11,40,38655,592,Employed,High School,18,25355,48,Married,1,Mortgage,536,0.1346734717471575,5,0,0.2273271135352318,0,Home,0,28,6,3249,1693,128947,1726,3221.25,0.7473568420873461,1,127221,0.224355,0.2547642417531457,847.4504120003292,0.4294762629415069,0,50.0
2057-08-12,18,57823,544,Self-Employed,Associate,0,40067,36,Married,0,Own,806,0.0693072453243683,1,2,0.2917390144074562,0,Home,0,16,27,3669,1540,166089,66917,4818.583333333333,0.809914752196065,6,99172,0.253067,0.2564991389175595,1606.8615250549476,0.5007408522674259,0,52.0
2057-08-13,37,202829,619,Employed,Associate,17,25424,36,Widowed,2,Rent,908,0.294192851889301,7,1,0.3352698498750075,0,Education,0,23,12,1353,1147,39746,10833,16902.416666666668,0.8532224610899344,6,28913,0.200924,0.2284782428840686,982.1406077204972,0.1118266485199156,1,39.2
2057-08-14,51,233398,648,Employed,Associate,29,13776,36,Single,0,Mortgage,293,0.3025726650565785,6,0,0.2771277638871749,0,Home,0,19,7,6146,2154,15861,7198,19449.83333333333,0.915336521572863,4,8663,0.174776,0.2097312,518.8216214955212,0.0417392585109823,1,38.400000000000006
2057-08-15,35,52928,598,Employed,Associate,13,7171,60,Married,1,Mortgage,660,0.3723752458390324,2,2,0.1538134686235985,0,Debt Consolidation,0,23,8,2780,608,171233,27633,4410.666666666667,0.8903455794363834,6,143600,0.213171,0.2402096073881337,206.3823375571712,0.1964288854800116,0,47.0
2057-08-16,22,16288,595,Employed,Master,1,13832,36,Married,4,Rent,694,0.2915625520083628,2,0,0.168324100660505,0,Debt Consolidation,0,24,3,1349,107,33650,30833,1357.3333333333333,0.919816283023754,4,2817,0.201332,0.1979319627423436,512.590339186864,0.8889418019549588,0,55.0
2057-08-17,38,61804,630,Employed,Master,16,13166,108,Married,1,Rent,141,0.3536798767884005,4,4,0.440836015664199,0,Other,0,16,24,2353,1971,121034,284528,5150.333333333333,0.919930203456428,2,1139,0.243166,0.2419790817497783,300.2516947645484,0.0856743954626655,0,53.0
2057-08-18,29,51772,585,Self-Employed,Master,10,44829,48,Married,3,Mortgage,442,0.3120181298229065,3,0,0.3947957176678532,0,Home,0,22,8,3502,718,234445,10631,4314.333333333333,0.9725387444555476,5,223814,0.247329,0.2664964610277602,1527.9436680659646,0.4566044197016066,0,54.0
2057-08-19,45,22745,628,Employed,Bachelor,22,13807,72,Divorced,0,Mortgage,779,0.022809828158094,5,2,0.3705358302416625,0,Other,0,26,27,6240,353,682633,24337,1895.4166666666667,0.3121877358014219,4,658296,0.214807,0.1890481060847308,322.0103922874617,0.5808804004154556,1,35.2
2057-08-20,49,43227,535,Employed,High School,27,11544,48,Single,0,Rent,200,0.0928158457082613,1,1,0.5008215998661423,0,Auto,0,26,18,1459,1376,46012,45943,3602.25,0.893977430941857,6,9520,0.239044,0.2271773052812101,368.219179250658,0.1577400733571123,0,58.0
2057-08-21,27,21073,584,Employed,High School,5,10726,72,Single,1,Mortgage,251,0.5414900545399818,6,1,0.0952551118247849,0,Debt Consolidation,0,20,28,5574,323,49604,18233,1756.0833333333333,0.741021053470165,5,31371,0.233726,0.2356287685345439,279.54217409633713,0.3021167412877163,0,53.0
2057-08-22,31,58970,613,Employed,Bachelor,7,25187,60,Married,2,Mortgage,387,0.0817534529658425,5,1,0.3105293319878737,0,Home,0,32,8,2316,8694,77968,7640,4914.166666666667,0.7326319742450613,5,70328,0.2236869999999999,0.1981474693971291,664.7078892646376,0.2140155107881236,1,39.2
2057-08-23,49,161087,612,Employed,Bachelor,26,16426,60,Married,3,Mortgage,356,0.3719137973086548,5,1,0.5759929933460206,0,Other,0,25,16,1609,3483,112824,16971,7257.083333333333,0.8377421934260713,6,95853,0.215426,0.2348771188371077,467.6709716256244,0.1134988994603834,1,40.8
2057-08-24,29,52831,568,Employed,Bachelor,7,20724,72,Married,4,Rent,554,0.1325976556421556,2,1,0.3316109258186901,0,Auto,0,18,17,6184,5797,99449,6113,4402.583333333333,0.8902843441146719,4,93336,0.2517239999999999,0.2815023819502885,598.9631774404974,0.2618833285246535,0,51.0
2057-08-25,27,86641,581,Employed,Bachelor,7,36456,60,Married,2,Other,301,0.3485576315376014,2,0,0.3774017743583495,0,Debt Consolidation,0,25,3,4284,998,47543,35132,7220.083333333333,0.8915660569153299,6,12411,0.250956,0.2425761014718849,1054.2231967355829,0.1877018774116988,0,56.0
2057-08-26,25,73366,529,Unemployed,Master,0,56705,60,Married,0,Own,264,0.1619775761671543,3,1,0.5809821030946859,0,Home,0,17,20,8231,2737,22903,25444,6113.833333333333,0.961423152171186,6,9861,0.297205,0.2856575306907675,1784.9609852934452,0.33513523735138,0,60.0
2057-08-27,44,87759,639,Employed,Bachelor,24,22740,60,Single,0,Rent,322,0.295942968110048,1,2,0.0674412049810689,0,Auto,0,23,20,4780,1448,116647,83878,7313.25,0.8352447548351437,6,32769,0.20824,0.2061494799584393,610.278139793658,0.1274779530022436,1,36.8
