applicant_id,ground_truth,bl_decision,bl_matches_ground,bl_stage_1,bl_stage_2,bl_stage_3,bl_stage_4,bl_time,bl_used_prior_context,bl_error
test_03438,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4789521430454173,False,False
test_03439,1,REJECTED,0,pass,Excellent,High,REJECTED,3.52409168332502,False,True
test_03440,0,REJECTED,1,pass,Good,Medium,REJECTED,3.49185390883444,False,False
test_03441,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4538750210421605,False,False
test_03442,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.5459435000771573,False,False
test_03443,1,APPROVED,1,pass,Good,Medium,APPROVED,3.488971215957864,False,False
test_03444,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4702734353626004,False,False
test_03445,1,APPROVED,1,pass,Fair,High,APPROVED,3.431774112190713,False,False
test_03446,1,REJECTED,0,pass,Good,Very High,REJECTED,3.5304824997158097,False,True
test_03447,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4091418191209986,False,False
test_03448,1,APPROVED,1,pass,Good,Low,APPROVED,3.3518439188421807,False,False
test_03449,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.389348104486472,False,False
test_03450,0,REJECTED,1,pass,Good,Low,REJECTED,3.371903498388472,False,False
test_03451,1,APPROVED,1,pass,Good,High,APPROVED,3.4137987548346143,False,False
test_03452,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.515175735491691,False,False
test_03453,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4803059370730014,False,False
test_03454,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.3837961178467424,False,False
test_03455,0,REJECTED,1,pass,Poor,Low,REJECTED,3.5077643442184674,False,False
test_03456,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4508439732198806,False,False
test_03457,1,APPROVED,1,pass,Good,Medium,APPROVED,3.452542924823659,False,False
test_03458,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.422422436196175,False,False
test_03459,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.5229232729644044,False,False
test_03460,0,REJECTED,1,pass,Good,Low,REJECTED,3.4136654607711585,False,False
test_03461,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.368827952133938,False,False
test_03462,1,APPROVED,1,pass,Poor,High,APPROVED,3.4105457987943892,False,False
test_03463,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.493070709253577,False,False
test_03464,0,APPROVED,0,pass,Very Good,High,APPROVED,3.481516377360666,False,True
test_03465,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.3876034307107155,False,False
test_03466,0,APPROVED,0,pass,Fair,Low,APPROVED,3.3723568598209885,False,True
test_03467,1,APPROVED,1,pass,Good,High,APPROVED,3.482173151680349,False,False
test_03468,1,APPROVED,1,pass,Good,Low,APPROVED,3.485275367130982,False,False
test_03469,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4232299274421143,False,False
test_03470,0,REJECTED,1,pass,Fair,Low,REJECTED,3.518560276705816,False,False
test_03471,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.545641040759983,False,True
test_03472,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.391129044689879,False,False
test_03473,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4654137431412058,False,False
test_03474,1,APPROVED,1,pass,Very Good,High,APPROVED,3.351069265800788,False,False
test_03475,1,APPROVED,1,pass,Good,Low,APPROVED,3.4926108792052575,False,False
test_03476,1,APPROVED,1,pass,Good,High,APPROVED,3.4328564227126637,False,False
test_03477,1,APPROVED,1,pass,Excellent,High,APPROVED,3.388653845380633,False,False
test_03478,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.500444384352875,False,False
test_03479,0,APPROVED,0,pass,Good,High,APPROVED,3.512129759511216,False,True
test_03480,0,REJECTED,1,pass,Very Good,High,REJECTED,3.3722333002351874,False,False
test_03481,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.358199152367607,False,False
test_03482,0,REJECTED,1,pass,Good,Medium,REJECTED,3.4168156883338234,False,False
test_03483,1,REJECTED,0,pass,Good,Medium,REJECTED,3.475198093152207,False,True
test_03484,1,APPROVED,1,pass,Good,Low,APPROVED,3.5086839054377266,False,False
test_03485,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4592124993260915,False,False
test_03486,0,APPROVED,0,pass,Good,Medium,APPROVED,3.4661497552613962,False,True
test_03487,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.509971644350578,False,False
test_03488,0,REJECTED,1,pass,Good,High,REJECTED,3.455768674843752,False,False
test_03489,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.47223089804526,False,False
test_03490,0,APPROVED,0,pass,Excellent,Very High,APPROVED,3.453243467995312,False,True
test_03491,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.5260916466735406,False,True
test_03492,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.3971033237170176,False,True
test_03493,1,APPROVED,1,pass,Good,High,APPROVED,3.402798716908102,False,False
test_03494,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3755922923203654,False,False
test_03495,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.513893350298884,False,False
test_03496,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.4323554581124713,False,True
test_03497,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.4195787881762487,False,True
test_03498,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.5462697434174313,False,False
test_03499,1,APPROVED,1,pass,Good,Very High,APPROVED,3.535360673287957,False,False
test_03500,0,REJECTED,1,pass,Good,Medium,REJECTED,3.544397536424952,False,False
test_03501,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.3784597993517385,False,False
test_03502,1,APPROVED,1,pass,Excellent,High,APPROVED,3.528250362629633,False,False
test_03503,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4157419198774903,False,False
test_03504,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3525313540423727,False,False
test_03505,1,APPROVED,1,pass,Poor,High,APPROVED,3.4282596671966137,False,False
test_03506,1,REJECTED,0,pass,Good,Very High,REJECTED,3.451839270627612,False,True
test_03507,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.371644084713481,False,True
test_03508,1,REJECTED,0,pass,Good,Medium,REJECTED,3.457535523374851,False,True
test_03509,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.513892716835346,False,False
test_03510,0,REJECTED,1,pass,Fair,Low,REJECTED,3.425530190167839,False,False
test_03511,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.4205289613068603,False,False
test_03512,1,REJECTED,0,pass,Excellent,Very High,REJECTED,3.4177620840461356,False,True
test_03513,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.534618889176738,False,False
test_03514,1,APPROVED,1,pass,Good,High,APPROVED,3.3597516197580397,False,False
test_03515,1,APPROVED,1,pass,Fair,High,APPROVED,3.439015228398591,False,False
test_03516,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.4029198908299434,False,True
test_03517,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.528761405077499,False,False
test_03518,0,REJECTED,1,pass,Fair,High,REJECTED,3.369210452716761,False,False
test_03519,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.432288553336082,False,False
test_03520,0,APPROVED,0,pass,Very Good,High,APPROVED,3.431363230406217,False,True
test_03521,0,REJECTED,1,pass,Good,Low,REJECTED,3.527678883509404,False,False
test_03522,0,REJECTED,1,pass,Good,Low,REJECTED,3.393098689008194,False,False
test_03523,0,REJECTED,1,pass,Fair,Low,REJECTED,3.478979082060322,False,False
test_03524,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.376881225377558,False,False
test_03525,0,REJECTED,1,pass,Good,High,REJECTED,3.5407951428161084,False,False
test_03526,1,APPROVED,1,pass,Good,Low,APPROVED,3.468602991854457,False,False
test_03527,1,APPROVED,1,pass,Good,High,APPROVED,3.475251346064134,False,False
test_03528,1,REJECTED,0,pass,Good,Medium,REJECTED,3.4367546803320943,False,True
test_03529,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4184565425332645,False,False
test_03530,0,APPROVED,0,pass,Excellent,Very High,APPROVED,3.3925352858989752,False,True
test_03531,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.4707975507664517,False,False
test_03532,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.5409123490696475,False,False
test_03533,0,APPROVED,0,pass,Good,Low,APPROVED,3.4219581908184806,False,True
test_03534,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.5266313777324108,False,False
test_03535,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.37975526256945,False,False
test_03536,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.53722520417636,False,False
test_03537,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4200972567796155,False,False
test_03538,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4259454423186693,False,False
test_03539,0,REJECTED,1,pass,Very Good,High,REJECTED,3.4425684514068657,False,False
test_03540,0,APPROVED,0,pass,Very Good,High,APPROVED,3.49364885398953,False,True
test_03541,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.493930686737807,False,False
test_03542,0,REJECTED,1,pass,Good,High,REJECTED,3.4459177169439332,False,False
test_03543,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.454630579862787,False,False
test_03544,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.3560020975548284,False,True
test_03545,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.410859340311665,False,False
test_03546,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.419203414846122,False,False
test_03547,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.4617454537451517,False,False
test_03548,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.461659953474261,False,True
test_03549,1,APPROVED,1,pass,Fair,Very High,APPROVED,3.4919799595455747,False,False
test_03550,1,APPROVED,1,pass,Poor,Low,APPROVED,3.493405459243616,False,False
test_03551,0,REJECTED,1,pass,Good,High,REJECTED,3.3970421448424166,False,False
test_03552,1,REJECTED,0,pass,Good,High,REJECTED,3.504037430220965,False,True
test_03553,1,APPROVED,1,pass,Good,High,APPROVED,3.3539207136092566,False,False
test_03554,0,APPROVED,0,pass,Good,High,APPROVED,3.493232376921344,False,True
test_03555,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3704122207038845,False,False
test_03556,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.495929641684244,False,False
test_03557,0,REJECTED,1,pass,Good,High,REJECTED,3.455423618113681,False,False
test_03558,0,REJECTED,1,pass,Good,Low,REJECTED,3.4374509001366182,False,False
test_03559,0,REJECTED,1,pass,Fair,High,REJECTED,3.4881332779522856,False,False
test_03560,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.3572741667494466,False,False
test_03561,1,APPROVED,1,pass,Good,Medium,APPROVED,3.394694065135116,False,False
test_03562,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.473288028493531,False,False
test_03563,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.5194430813261635,False,False
test_03564,0,REJECTED,1,pass,Good,High,REJECTED,3.4262215273890235,False,False
test_03565,1,REJECTED,0,pass,Fair,Medium,REJECTED,3.4017522945267116,False,True
test_03566,1,APPROVED,1,pass,Poor,Low,APPROVED,3.4537472871577988,False,False
test_03567,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.474463050477368,False,False
test_03568,1,APPROVED,1,pass,Fair,Low,APPROVED,3.434020606281149,False,False
test_03569,1,APPROVED,1,pass,Excellent,High,APPROVED,3.525342136531951,False,False
test_03570,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.4546877417720028,False,False
test_03571,1,REJECTED,0,pass,Good,Medium,REJECTED,3.357164717514117,False,True
test_03572,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.394610790941238,False,True
test_03573,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.440129406183563,False,False
test_03574,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4895451038033864,False,False
test_03575,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3939504487585177,False,False
test_03576,0,REJECTED,1,pass,Good,High,REJECTED,3.545251487943484,False,False
test_03577,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.413711651637617,False,False
test_03578,1,APPROVED,1,pass,Poor,High,APPROVED,3.4564960413721177,False,False
test_03579,0,REJECTED,1,pass,Fair,High,REJECTED,3.353793276946208,False,False
test_03580,0,REJECTED,1,pass,Good,Low,REJECTED,3.5269781442861605,False,False
test_03581,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.5077669307050368,False,False
test_03582,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.3890916008591185,False,False
test_03583,1,APPROVED,1,pass,Excellent,High,APPROVED,3.5366473382479686,False,False
test_03584,0,REJECTED,1,pass,Good,High,REJECTED,3.4131679527594807,False,False
test_03585,0,REJECTED,1,pass,Good,High,REJECTED,3.4884372576760234,False,False
test_03586,0,APPROVED,0,pass,Good,Medium,APPROVED,3.5137952636033196,False,True
test_03587,1,REJECTED,0,pass,Fair,Low,REJECTED,3.498182892247436,False,True
test_03588,0,REJECTED,1,pass,Good,High,REJECTED,3.533516556805968,False,False
test_03589,0,REJECTED,1,pass,Excellent,High,REJECTED,3.5228549520681414,False,False
test_03590,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.5489223028183217,False,False
test_03591,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.3865222825152292,False,False
test_03592,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.41095236024534,False,False
test_03593,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.477245173486326,False,False
test_03594,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.4966094371783165,False,False
test_03595,1,APPROVED,1,pass,Poor,High,APPROVED,3.4569210109111417,False,False
test_03596,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.364785672977323,False,True
test_03597,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.518319045360076,False,False
test_03598,0,REJECTED,1,pass,Poor,Low,REJECTED,3.5421748712042542,False,False
test_03599,1,APPROVED,1,pass,Very Good,High,APPROVED,3.431103368765279,False,False
test_03600,0,REJECTED,1,pass,Good,Medium,REJECTED,3.3949624963397693,False,False
test_03601,1,APPROVED,1,pass,Very Good,High,APPROVED,3.3538627509924175,False,False
test_03602,0,REJECTED,1,pass,Good,Very High,REJECTED,3.397459807218717,False,False
test_03603,0,REJECTED,1,pass,Poor,High,REJECTED,3.4899837549676844,False,False
test_03604,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.532317877534546,False,True
test_03605,0,REJECTED,1,pass,Good,High,REJECTED,3.368702613286353,False,False
test_03606,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.460651837432386,False,True
test_03607,0,REJECTED,1,pass,Good,Low,REJECTED,3.4891062497023664,False,False
test_03608,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.4052761642212537,False,False
test_03609,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.4639794078340604,False,False
test_03610,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.4930496852011546,False,False
test_03611,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.517543848627075,False,False
test_03612,0,REJECTED,1,pass,Poor,Low,REJECTED,3.4404999701639962,False,False
test_03613,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.499571443783792,False,False
test_03614,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.41035659434797,False,False
test_03615,0,REJECTED,1,pass,Good,High,REJECTED,3.392609349354432,False,False
test_03616,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3874627492181335,False,False
test_03617,1,APPROVED,1,pass,Fair,Low,APPROVED,3.421774546365145,False,False
test_03618,1,REJECTED,0,pass,Poor,Very High,REJECTED,3.35717593635777,False,True
test_03619,0,APPROVED,0,pass,Good,Low,APPROVED,3.40659836753305,False,True
test_03620,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.4804445648886455,False,False
test_03621,0,REJECTED,1,pass,Good,Medium,REJECTED,3.479583809432027,False,False
test_03622,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.3647107612982983,False,False
test_03623,1,REJECTED,0,pass,Good,Low,REJECTED,3.407483123416124,False,True
test_03624,0,REJECTED,1,pass,Good,Low,REJECTED,3.463911532935584,False,False
test_03625,0,REJECTED,1,pass,Good,Low,REJECTED,3.4137104275006207,False,False
test_03626,0,REJECTED,1,pass,Fair,High,REJECTED,3.4335976048377748,False,False
test_03627,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4925621514231526,False,False
test_03628,1,APPROVED,1,pass,Poor,Medium,APPROVED,3.351853365891326,False,False
test_03629,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.405278708817686,False,False
test_03630,1,APPROVED,1,pass,Good,Very High,APPROVED,3.3784744487570033,False,False
test_03631,0,REJECTED,1,pass,Good,Very High,REJECTED,3.3755218365528985,False,False
test_03632,0,APPROVED,0,pass,Very Good,High,APPROVED,3.5418080432894494,False,True
test_03633,0,REJECTED,1,pass,Poor,Very High,REJECTED,3.4253120663124834,False,False
test_03634,0,REJECTED,1,pass,Good,Medium,REJECTED,3.455417716981928,False,False
test_03635,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.4967643774139265,False,False
test_03636,1,APPROVED,1,pass,Very Good,High,APPROVED,3.35948949497201,False,False
test_03637,0,REJECTED,1,pass,Good,High,REJECTED,3.3982045277115396,False,False
test_03638,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5164295574687423,False,False
test_03639,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5223981226355763,False,False
test_03640,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4245901841281605,False,False
test_03641,1,REJECTED,0,pass,Very Good,High,REJECTED,3.4249723199303537,False,True
test_03642,0,REJECTED,1,pass,Good,Medium,REJECTED,3.5013793754217764,False,False
test_03643,0,REJECTED,1,pass,Very Good,High,REJECTED,3.409014045349974,False,False
test_03644,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.373418816228,False,False
test_03645,0,APPROVED,0,pass,Good,Low,APPROVED,3.4015070900481166,False,True
test_03646,0,REJECTED,1,pass,Good,Medium,REJECTED,3.427468946327155,False,False
test_03647,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.3604409419190198,False,True
test_03648,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.445736050840035,False,False
test_03649,1,APPROVED,1,pass,Good,High,APPROVED,3.4980015025545557,False,False
test_03650,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4527490288960925,False,False
test_03651,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.3643790681029015,False,False
test_03652,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.438029926269192,False,False
test_03653,0,REJECTED,1,pass,Fair,Low,REJECTED,3.4917809216085667,False,False
test_03654,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.361619330798038,False,False
test_03655,0,REJECTED,1,pass,Fair,High,REJECTED,3.361969437945378,False,False
test_03656,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4241202806361963,False,False
test_03657,1,REJECTED,0,pass,Good,Very High,REJECTED,3.388992792824742,False,True
test_03658,1,REJECTED,0,pass,Good,Medium,REJECTED,3.5369561582616837,False,True
test_03659,1,APPROVED,1,pass,Good,Medium,APPROVED,3.466268720747949,False,False
test_03660,1,REJECTED,0,pass,Excellent,Very High,REJECTED,3.407465079881179,False,True
test_03661,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4909553458229903,False,False
test_03662,0,REJECTED,1,pass,Fair,High,REJECTED,3.4249858102718655,False,False
test_03663,0,REJECTED,1,pass,Good,High,REJECTED,3.376423128875802,False,False
test_03664,1,APPROVED,1,pass,Very Good,High,APPROVED,3.397446445968716,False,False
test_03665,0,REJECTED,1,pass,Very Good,Medium,REJECTED,3.478549456891875,False,False
test_03666,1,APPROVED,1,pass,Good,Medium,APPROVED,3.3603752211993982,False,False
test_03667,0,REJECTED,1,pass,Good,High,REJECTED,3.404537808009613,False,False
test_03668,0,REJECTED,1,pass,Fair,High,REJECTED,3.391662295528435,False,False
test_03669,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.3902270221353064,False,True
test_03670,0,APPROVED,0,pass,Fair,Medium,APPROVED,3.486552482395194,False,True
test_03671,0,REJECTED,1,pass,Good,Low,REJECTED,3.5151633833508726,False,False
test_03672,1,APPROVED,1,pass,Fair,Low,APPROVED,3.4931733216128515,False,False
test_03673,0,REJECTED,1,pass,Good,Very High,REJECTED,3.4791455631601025,False,False
test_03674,1,APPROVED,1,pass,Good,Low,APPROVED,3.5332903543635727,False,False
test_03675,0,REJECTED,1,pass,Good,Low,REJECTED,3.3616784760848595,False,False
test_03676,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.3834966171952483,False,False
test_03677,0,REJECTED,1,pass,Poor,High,REJECTED,3.4328813711341066,False,False
test_03678,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4244903287007737,False,False
test_03679,0,APPROVED,0,pass,Excellent,Low,APPROVED,3.4336103205926043,False,True
test_03680,1,REJECTED,0,pass,Poor,Low,REJECTED,3.391290981008541,False,True
test_03681,0,REJECTED,1,pass,Good,Low,REJECTED,3.3799006631160458,False,False
test_03682,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4518386494915854,False,False
test_03683,0,APPROVED,0,pass,Good,Medium,APPROVED,3.5356105048137585,False,True
test_03684,1,APPROVED,1,pass,Excellent,Very High,APPROVED,3.4283938924699835,False,False
test_03685,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3586706428239057,False,False
test_03686,1,APPROVED,1,pass,Fair,Low,APPROVED,3.4912334685779047,False,False
test_03687,0,REJECTED,1,pass,Very Good,High,REJECTED,3.408220981105435,False,False
test_03688,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.3990190014609785,False,True
test_03689,0,REJECTED,1,pass,Fair,High,REJECTED,3.4148516001395923,False,False
test_03690,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4947631047815753,False,False
test_03691,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5137638773740605,False,False
test_03692,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4676112134677926,False,False
test_03693,0,REJECTED,1,pass,Good,Very High,REJECTED,3.41449575074391,False,False
test_03694,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.4120956466234555,False,False
test_03695,0,REJECTED,1,pass,Good,Medium,REJECTED,3.3748616699810925,False,False
test_03696,1,APPROVED,1,pass,Good,Medium,APPROVED,3.5366602096470388,False,False
test_03697,1,APPROVED,1,pass,Good,Very High,APPROVED,3.4776278797937636,False,False
test_03698,1,APPROVED,1,pass,Very Good,Very High,APPROVED,3.355394923971173,False,False
test_03699,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.482473419037336,False,False
test_03700,1,APPROVED,1,pass,Poor,Low,APPROVED,3.4394306848387015,False,False
test_03701,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5445115926093838,False,False
test_03702,0,REJECTED,1,pass,Good,Low,REJECTED,3.5138137649612813,False,False
test_03703,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.3842631507665595,False,False
test_03704,1,REJECTED,0,pass,Excellent,Low,REJECTED,3.494022223774973,False,True
test_03705,1,APPROVED,1,pass,Excellent,High,APPROVED,3.4471132007670526,False,False
test_03706,1,APPROVED,1,pass,Good,Very High,APPROVED,3.3874090327339856,False,False
test_03707,0,REJECTED,1,pass,Fair,Very High,REJECTED,3.4897479814659897,False,False
test_03708,0,REJECTED,1,pass,Good,Medium,REJECTED,3.459477515738849,False,False
test_03709,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.356074775754314,False,False
test_03710,0,REJECTED,1,pass,Excellent,Very High,REJECTED,3.479317590105765,False,False
test_03711,1,APPROVED,1,pass,Very Good,Low,APPROVED,3.476997417972488,False,False
test_03712,1,APPROVED,1,pass,Very Good,High,APPROVED,3.3788170322102924,False,False
test_03713,1,APPROVED,1,pass,Good,Medium,APPROVED,3.4197975453993386,False,False
test_03714,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.467179794150208,False,False
test_03715,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.377756602821346,False,False
test_03716,0,REJECTED,1,pass,Very Good,Low,REJECTED,3.520544675566951,False,False
test_03717,0,APPROVED,0,pass,Poor,High,APPROVED,3.355497209257541,False,True
test_03718,0,APPROVED,0,pass,Good,Medium,APPROVED,3.370567482993871,False,True
test_03719,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.373221383970977,False,False
test_03720,0,REJECTED,1,pass,Good,Low,REJECTED,3.455621425195011,False,False
test_03721,1,APPROVED,1,pass,Poor,Very High,APPROVED,3.474022802433725,False,False
test_03722,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.4307481593002973,False,False
test_03723,0,REJECTED,1,pass,Fair,Medium,REJECTED,3.407733365533633,False,False
test_03724,0,REJECTED,1,pass,Poor,Medium,REJECTED,3.511863475125111,False,False
test_03725,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.363657196745284,False,False
test_03726,0,REJECTED,1,pass,Excellent,Low,REJECTED,3.4060583722265583,False,False
test_03727,0,REJECTED,1,pass,Good,High,REJECTED,3.357823115760794,False,False
test_03728,0,REJECTED,1,pass,Poor,Low,REJECTED,3.3527780269932537,False,False
test_03729,1,APPROVED,1,pass,Good,Low,APPROVED,3.4206759773864404,False,False
test_03730,0,REJECTED,1,pass,Good,High,REJECTED,3.3889647324889864,False,False
test_03731,1,APPROVED,1,pass,Excellent,Low,APPROVED,3.4036731709676493,False,False
test_03732,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.5141894314909936,False,False
test_03733,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.3825960192498443,False,False
test_03734,0,REJECTED,1,pass,Excellent,Medium,REJECTED,3.50604667343036,False,False
test_03735,0,REJECTED,1,pass,Good,High,REJECTED,3.4850101246292726,False,False
test_03736,1,APPROVED,1,pass,Poor,High,APPROVED,3.4152891050281666,False,False
test_03737,1,APPROVED,1,pass,Very Good,High,APPROVED,3.4593112290352575,False,False
test_03738,1,APPROVED,1,pass,Good,High,APPROVED,3.4388871219549078,False,False
test_03739,1,APPROVED,1,pass,Excellent,Medium,APPROVED,3.375679063099533,False,False
test_03740,1,APPROVED,1,pass,Good,Medium,APPROVED,3.531437064346835,False,False
test_03741,1,APPROVED,1,pass,Very Good,Medium,APPROVED,3.463923593517152,False,False
test_03742,1,APPROVED,1,pass,Fair,Medium,APPROVED,3.5260480091590907,False,False
test_03743,0,REJECTED,1,pass,Very Good,Very High,REJECTED,3.5147653023626577,False,False
test_03744,0,APPROVED,0,pass,Good,High,APPROVED,3.3659551850618845,False,True
test_03745,0,REJECTED,1,pass,Good,Low,REJECTED,3.3914541332036907,False,False
test_03746,1,REJECTED,0,pass,Very Good,Low,REJECTED,3.379052222874966,False,True
test_03747,0,REJECTED,1,pass,Fair,Low,REJECTED,3.5161559065573837,False,False
test_03748,0,APPROVED,0,pass,Very Good,Low,APPROVED,3.5224893252910405,False,True
test_03749,1,APPROVED,1,pass,Good,Low,APPROVED,3.455594301961673,False,False
test_03750,1,REJECTED,0,pass,Very Good,Medium,REJECTED,3.3708356145016016,False,True
test_03751,1,APPROVED,1,pass,Good,Very High,APPROVED,3.377123323708603,False,False
test_03752,0,REJECTED,1,pass,Excellent,High,REJECTED,3.5127097624876535,False,False
test_03753,1,APPROVED,1,pass,Good,Low,APPROVED,3.535838027305866,False,False
test_03754,0,APPROVED,0,pass,Very Good,Medium,APPROVED,3.3898951370221315,False,True
